,Unnamed: 0,id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,host_response_time,host_identity_verified,host_response_rate,host_is_superhost,nr_of_bathrooms,bedrooms,accommodates,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
627,1133,3045609,2396258,Lisboa,Santa Maria Maior,38.7128,-9.12617,4,317,2,92,1.05,15,336,8,1,1,1.0,0,2.5,3.0,10,4.51,4.68,4.81,4.84,4.8,4.45
628,1134,3046443,15511451,Torres Vedras,So Pedro da Cadeira,39.06336,-9.41431,4,479,3,12,0.13,1,311,3,2,1,1.0,0,5.5,6.0,14,5.0,5.0,5.0,4.92,4.75,4.83
629,1140,3051898,3791922,Lisboa,Santo Antnio,38.71679,-9.14686,4,53,2,222,2.42,2,166,4,1,1,1.0,0,1.0,1.0,4,4.75,4.78,4.84,4.87,4.81,4.64
630,1141,3056826,15235226,Cascais,Cascais e Estoril,38.70797,-9.43022,4,71,5,24,0.27,1,252,0,1,1,1.0,1,1.5,2.0,3,4.83,4.87,4.83,5.0,4.35,4.61
631,1142,3057517,15563362,Mafra,Ericeira,38.95799,-9.41306,4,250,3,48,0.6,2,335,6,2,1,0.9,0,5.0,3.0,8,4.79,4.91,4.89,4.87,4.62,4.66
632,1143,3059671,14730313,Mafra,Ericeira,38.96507,-9.41924,4,85,1,132,1.47,1,336,16,2,1,1.0,1,2.0,3.0,8,4.84,4.89,4.95,4.97,4.98,4.76
633,1144,3060156,15576512,Lisboa,Misericrdia,38.71147,-9.14488,4,45,4,182,1.98,2,144,8,1,0,1.0,0,1.0,1.0,4,4.6,4.62,4.87,4.88,4.71,4.61
634,1145,3061212,3946334,Lisboa,So Vicente,38.71828,-9.12763,4,59,5,141,1.54,1,337,6,1,1,1.0,1,1.0,1.0,2,4.73,4.66,4.87,4.89,4.69,4.63
635,1146,3063332,15563362,Mafra,Ericeira,38.958,-9.41273,4,135,3,18,0.21,2,365,3,2,1,0.9,0,2.0,3.0,8,4.83,5.0,4.94,5.0,4.89,4.67
636,1147,3063405,15580486,Lisboa,Misericrdia,38.71049,-9.15003,4,50,3,372,4.06,3,223,26,1,0,1.0,1,1.0,1.0,2,4.86,4.78,4.94,4.94,4.92,4.83
637,1149,3065980,3494807,Lisboa,So Vicente,38.72007,-9.12827,4,56,3,268,2.92,1,327,24,1,1,1.0,1,1.0,1.0,4,4.77,4.88,4.84,4.95,4.72,4.71
638,1153,3070003,15625176,Lisboa,Misericrdia,38.71034,-9.15241,4,90,2,237,2.59,1,343,2,3,1,1.0,0,1.0,2.0,4,4.64,4.75,4.79,4.85,4.68,4.7
639,1154,3071513,181902,Lisboa,Santa Maria Maior,38.71144,-9.13748,4,134,1,142,1.56,18,289,7,1,1,1.0,1,2.0,3.0,8,4.71,4.87,4.8,4.74,4.86,4.62
640,1157,3074112,1312785,Lisboa,Arroios,38.71652,-9.14003,4,72,3,14,0.19,15,1,0,1,1,1.0,1,1.0,1.0,2,4.64,4.86,4.71,4.93,4.64,4.64
641,1160,3081806,15668566,Lisboa,Santo Antnio,38.71982,-9.1434,4,49,28,294,3.29,1,47,32,1,0,1.0,1,1.0,1.0,3,4.84,4.88,4.89,4.96,4.84,4.84
642,1162,3086039,15702462,Lisboa,Santa Maria Maior,38.71748,-9.13439,4,35,2,344,3.76,2,288,25,1,1,1.0,1,1.0,1.0,3,4.81,4.94,4.89,4.95,4.59,4.82
643,1164,3090804,7146174,Lisboa,Misericrdia,38.71034,-9.15068,4,145,3,3,0.04,14,0,0,1,0,1.0,0,1.0,4.0,8,3.67,3.33,5.0,5.0,4.0,4.5
644,1169,3094327,13750296,Lisboa,Misericrdia,38.7105,-9.1459,4,239,3,311,3.44,16,252,23,1,1,1.0,1,3.0,3.0,9,4.86,4.87,4.86,4.88,4.85,4.72
645,1172,3097463,14243081,Lisboa,Santo Antnio,38.7189,-9.14281,4,49,3,69,0.85,2,225,1,2,1,1.0,0,1.0,1.0,4,4.7,4.68,4.62,4.74,4.89,4.55
646,1173,3097810,8952596,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79753,-9.39235,4,110,2,356,3.99,2,251,29,1,1,1.0,1,1.0,1.0,2,4.99,4.98,4.98,4.99,4.96,4.94
647,1177,3104824,33252155,Lisboa,Misericrdia,38.71229,-9.14381,4,100,3,22,0.24,13,341,0,1,1,0.92,0,1.0,2.0,4,4.45,4.82,4.76,4.95,4.82,4.55
648,1183,3114750,15821540,Lisboa,Arroios,38.72228,-9.13873,4,210,2,40,0.47,1,332,6,2,1,1.0,0,2.0,3.0,6,4.93,4.9,4.92,4.97,4.74,4.79
649,1186,3118022,15843253,Lisboa,Santo Antnio,38.72342,-9.14503,4,111,7,45,0.5,1,274,0,3,1,1.0,0,2.0,3.0,8,4.76,4.89,4.93,4.96,4.64,4.71
650,1189,3121499,2101702,Lisboa,So Domingos de Benfica,38.75612,-9.17678,4,70,4,114,1.26,13,8,5,1,1,1.0,0,1.0,1.0,4,4.78,4.8,4.7,4.76,4.63,4.79
651,1190,3121726,688914,Cascais,Cascais e Estoril,38.69846,-9.44315,4,70,2,5,0.08,35,304,0,1,1,1.0,0,1.0,2.0,4,3.8,4.2,4.8,4.6,4.6,4.0
652,1191,3121788,4043364,Lisboa,Misericrdia,38.71,-9.14766,4,70,2,452,4.94,23,302,28,1,1,1.0,1,1.0,2.0,4,4.93,4.96,4.95,4.96,4.93,4.86
653,1199,3132933,15908646,Lisboa,Arroios,38.73503,-9.13471,4,115,2,14,0.18,4,125,0,1,1,1.0,1,2.0,4.0,9,4.93,4.93,5.0,5.0,4.77,5.0
654,1202,3137406,1657560,Lisboa,So Vicente,38.716885,-9.125958,4,59,3,131,1.69,7,150,6,1,1,1.0,1,1.0,1.0,3,4.6,4.78,4.9,4.91,4.65,4.64
655,1206,3138696,15937114,Mafra,Ericeira,38.96205,-9.39632,4,40,3,73,0.94,6,307,8,1,1,1.0,1,1.0,2.0,4,4.89,4.93,4.95,4.96,4.73,4.84
656,1208,3140936,15937114,Mafra,Ericeira,38.96008,-9.39736,4,40,3,52,0.59,6,343,13,1,1,1.0,1,2.0,4.0,8,4.92,4.96,4.92,5.0,4.74,4.76
657,1210,3152419,9313237,Cascais,Cascais e Estoril,38.70245,-9.43795,4,51,15,33,0.5,4,0,0,1,1,1.0,0,1.0,2.0,3,4.91,4.85,4.91,4.97,4.76,4.64
658,1214,3167576,16066446,Cascais,Cascais e Estoril,38.6966,-9.37097,4,70,3,59,0.66,2,358,6,2,1,1.0,1,1.0,1.0,2,4.72,4.78,4.9,4.84,4.66,4.72
659,1215,3171436,8853395,Lisboa,Santa Maria Maior,38.70889,-9.12887,4,81,1,1,0.02,10,351,0,2,1,0.91,0,1.0,1.0,3,4.0,4.0,5.0,5.0,5.0,4.0
660,1216,3172605,16089363,Cadaval,Vilar,39.19681,-9.08329,4,120,2,4,0.06,5,358,1,1,1,1.0,0,2.0,1.0,4,5.0,5.0,4.75,4.5,4.0,4.25
661,1217,3172701,15268594,Lisboa,So Vicente,38.71944,-9.13099,4,67,2,128,1.52,1,0,0,2,1,1.0,1,1.0,1.0,2,4.98,4.98,4.96,5.0,4.88,4.9
662,1220,3173799,16089363,Cadaval,Vilar,39.19713,-9.0834,2,75,2,1,0.02,5,364,0,1,1,1.0,0,1.0,1.0,2,5.0,5.0,4.0,5.0,5.0,5.0
663,1223,3176989,16066446,Cascais,Cascais e Estoril,38.696,-9.37202,4,185,4,27,0.3,2,342,3,2,1,1.0,1,2.0,3.0,8,4.7,4.74,4.96,4.89,4.67,4.74
665,1226,3182472,2108990,Lisboa,Misericrdia,38.71337,-9.14895,4,85,1,266,2.97,9,342,24,1,1,1.0,1,1.0,1.0,2,4.69,4.8,4.86,4.88,4.87,4.59
666,1228,3185188,10487625,Lisboa,Misericrdia,38.70901,-9.15203,4,57,2,341,3.75,19,357,13,1,1,0.97,1,1.0,1.0,4,4.83,4.91,4.93,4.95,4.75,4.8
667,1229,3185218,16148472,Cascais,Cascais e Estoril,38.69666,-9.42216,4,149,3,107,1.2,1,229,5,1,1,1.0,0,4.5,4.0,14,4.55,4.5,4.9,4.9,4.93,4.61
668,1230,3194267,16191071,Mafra,Ericeira,38.96394,-9.41377,4,169,5,12,0.16,4,219,1,1,1,1.0,0,5.0,7.0,16,4.92,4.83,4.92,4.92,4.92,4.92
669,1231,3194395,16191071,Mafra,Ericeira,38.96582,-9.41378,4,92,5,15,0.23,4,278,8,1,1,1.0,0,3.0,3.0,9,4.4,4.73,4.6,4.27,4.6,4.4
670,1232,3195705,4344063,Lisboa,Misericrdia,38.71371,-9.14494,4,35,2,241,2.67,2,331,22,2,0,1.0,1,1.0,1.0,2,4.37,4.36,4.73,4.81,4.66,4.54
671,1233,3196604,10487625,Lisboa,Misericrdia,38.70908,-9.15206,4,94,2,326,3.59,19,355,11,1,1,0.97,1,1.0,3.0,6,4.91,4.91,4.92,4.94,4.79,4.86
672,1236,3198231,16207954,Lisboa,Estrela,38.70713,-9.16072,4,113,10,203,2.26,2,0,0,3,1,1.0,0,2.0,2.0,8,4.75,4.87,4.86,4.9,4.65,4.72
673,1238,3198962,5588401,Lisboa,Santa Maria Maior,38.71444,-9.13205,4,65,1,381,4.2,18,222,4,1,1,1.0,1,1.0,1.0,4,4.8,4.93,4.96,4.98,4.76,4.8
674,1239,3204196,4450024,Lisboa,Santa Maria Maior,38.71362,-9.13446,4,99,4,197,2.2,6,61,7,1,1,1.0,1,2.0,3.0,6,4.73,4.75,4.92,4.95,4.8,4.7
675,1241,3209351,16260490,Lisboa,Santo Antnio,38.71674,-9.14494,4,45,2,190,2.13,1,263,6,1,0,1.0,0,1.0,1.0,4,4.58,4.71,4.94,4.89,4.89,4.63
676,1242,3215570,8206497,Lisboa,Santa Maria Maior,38.7148,-9.13664,4,142,2,26,0.29,2,125,0,3,1,1.0,0,1.0,2.0,4,4.54,4.46,4.65,4.77,4.92,4.35
677,1243,3221455,2372087,Lisboa,Santa Maria Maior,38.71428,-9.13603,4,167,3,93,1.03,58,327,0,1,1,1.0,1,2.0,3.0,8,4.31,4.59,4.7,4.84,4.64,4.37
678,1249,3237939,2108990,Lisboa,Misericrdia,38.71493,-9.14602,4,75,1,318,3.62,9,344,31,1,1,1.0,1,1.0,1.0,2,4.7,4.71,4.88,4.92,4.93,4.63
679,1250,3238305,2108990,Lisboa,Misericrdia,38.71493,-9.14602,4,99,1,385,4.4,9,299,41,1,1,1.0,1,1.0,1.0,3,4.78,4.78,4.86,4.9,4.95,4.66
680,1252,3239752,16391939,Lisboa,Santa Maria Maior,38.7121,-9.1291,4,65,2,423,4.71,1,196,38,1,1,1.0,1,1.0,1.0,4,4.95,4.95,4.97,4.99,4.94,4.92
681,1253,3240014,16387053,Lisboa,Penha de Frana,38.73402,-9.12995,4,57,3,113,1.34,1,332,7,1,1,1.0,0,1.0,1.0,4,4.88,4.94,4.96,4.96,4.45,4.77
682,1254,3244131,4332026,Lisboa,Santa Maria Maior,38.71577,-9.13355,4,70,3,161,1.78,2,252,4,1,1,1.0,0,1.0,1.0,3,4.52,4.57,4.83,4.81,4.68,4.46
683,1257,3249566,16436512,Mafra,Ericeira,38.95687,-9.40626,4,60,4,7,0.08,1,342,0,3,1,0.6,0,2.0,2.0,6,4.5,5.0,4.33,4.83,3.83,4.67
684,1259,3253223,118241230,Lisboa,Santa Maria Maior,38.71112,-9.13107,4,53,1,484,5.31,18,343,45,1,1,1.0,1,1.0,1.0,4,4.76,4.81,4.83,4.89,4.85,4.7
685,1260,3254371,2396258,Lisboa,Santa Maria Maior,38.712002,-9.12954,4,229,2,132,1.51,15,322,10,1,1,1.0,0,1.5,2.0,6,4.84,4.84,4.85,4.9,4.92,4.67
686,1261,3255606,16464609,Sintra,Colares,38.79606,-9.42973,2,98,2,2,0.02,4,253,0,1,0,1.0,0,1.0,1.0,2,5.0,4.5,4.5,3.5,4.5,5.0
687,1262,3255608,16464609,Sintra,Colares,38.79554,-9.43092,2,110,1,6,0.07,4,253,1,1,0,1.0,0,1.0,1.0,2,5.0,5.0,5.0,5.0,5.0,4.83
688,1263,3255610,16464609,Sintra,Colares,38.79671,-9.43184,2,105,2,2,0.02,4,252,0,1,0,1.0,0,1.0,1.0,2,4.5,4.5,4.5,4.5,4.5,4.5
689,1264,3257493,5579298,Sintra,Colares,38.82783,-9.46725,2,45,3,35,0.43,7,343,3,1,1,1.0,1,1.0,1.0,4,4.97,5.0,4.97,4.97,4.91,4.89
690,1266,3262787,16499483,Lisboa,Lumiar,38.77491,-9.15292,4,62,1,77,0.85,1,263,8,1,1,1.0,0,1.0,1.0,4,4.73,4.78,4.88,4.91,4.29,4.49
691,1270,3271589,5579298,Sintra,Colares,38.82783,-9.46721,2,40,3,32,0.37,7,343,8,1,1,1.0,1,1.0,1.0,2,4.88,4.97,4.97,4.94,4.81,4.94
692,1271,3271770,5579298,Sintra,Colares,38.82786,-9.46738,2,40,3,14,0.16,7,343,1,1,1,1.0,1,1.0,1.0,2,4.93,4.79,5.0,5.0,4.79,5.0
693,1273,3271885,5579298,Sintra,Colares,38.82783,-9.46733,2,45,3,49,0.55,7,343,2,1,1,1.0,1,1.0,1.0,2,4.96,5.0,5.0,4.98,4.9,4.96
694,1275,3291810,16612374,Lisboa,Santa Maria Maior,38.71161,-9.12595,4,60,3,364,4.04,2,225,29,1,1,1.0,1,1.0,1.0,2,4.87,4.94,4.95,4.95,4.93,4.81
695,1278,3297998,16659152,Mafra,Mafra,38.94629,-9.37848,4,179,7,28,0.31,1,187,3,1,1,1.0,0,3.0,3.0,6,4.93,4.89,4.93,4.96,4.79,4.86
697,1286,3329105,6748692,Lisboa,Santa Maria Maior,38.71004,-9.13515,4,189,4,105,1.17,5,315,15,1,1,1.0,0,2.5,4.0,9,4.7,4.46,4.78,4.76,4.97,4.65
698,1289,3342287,16869217,Lisboa,Santa Maria Maior,38.71042,-9.13574,2,24,2,382,4.22,9,356,1,1,1,1.0,0,1.0,1.0,2,4.52,4.62,4.82,4.78,4.84,4.59
699,1290,3342967,16207954,Lisboa,Estrela,38.70678,-9.15961,4,98,2,76,0.85,2,0,0,3,1,1.0,0,2.0,2.0,8,4.82,4.92,4.89,4.92,4.69,4.85
700,1291,3345866,16869217,Lisboa,Santa Maria Maior,38.71042,-9.13574,2,27,2,379,4.93,9,329,22,1,1,1.0,0,1.0,1.0,2,4.57,4.72,4.87,4.84,4.89,4.59
701,1292,3353143,2968747,Cascais,Cascais e Estoril,38.70817,-9.40518,4,45,1,163,1.8,1,191,6,1,1,1.0,1,1.0,1.0,2,4.82,4.96,4.97,4.96,4.76,4.73
702,1293,3358437,16493351,Lisboa,So Domingos de Benfica,38.7557,-9.17882,4,70,3,98,1.09,2,355,5,1,1,1.0,1,1.0,1.0,2,4.9,4.91,4.95,4.98,4.57,4.71
703,1294,3361664,15191207,Lisboa,Avenidas Novas,38.73861,-9.14431,4,47,1,84,0.94,13,0,0,1,1,1.0,1,1.0,1.0,4,4.6,4.82,4.9,4.75,4.73,4.63
704,1297,3368932,7247574,Lisboa,Misericrdia,38.7112,-9.14347,4,200,3,31,0.34,2,0,2,1,1,1.0,1,2.0,5.0,9,4.67,4.57,4.86,4.93,4.76,4.62
705,1298,3376134,1282676,Lisboa,Santa Maria Maior,38.71095,-9.14019,4,135,3,13,0.14,9,229,1,1,1,1.0,1,2.0,2.0,6,4.54,4.54,4.62,4.62,4.69,4.46
706,1299,3376327,1282676,Lisboa,Santa Maria Maior,38.71235,-9.14037,4,90,30,2,0.02,9,88,0,1,1,1.0,1,1.0,1.0,2,4.5,5.0,5.0,5.0,5.0,4.0
707,1301,3379202,17047228,Lisboa,Campo de Ourique,38.71359,-9.16551,4,45,3,83,0.92,1,212,4,2,1,1.0,1,1.0,1.0,4,4.57,4.56,4.94,4.94,4.47,4.7
708,1302,3379203,3753184,Lisboa,Misericrdia,38.71382,-9.15158,4,65,3,422,4.67,11,5,1,1,1,1.0,1,1.0,1.0,2,4.7,4.8,4.86,4.83,4.67,4.69
709,1305,3399810,1282676,Lisboa,Santa Maria Maior,38.71213,-9.14264,4,95,3,7,0.09,9,287,1,1,1,1.0,1,1.5,2.0,6,4.71,4.86,5.0,5.0,4.86,4.71
710,1306,3399978,1282676,Lisboa,Santa Maria Maior,38.71095,-9.14024,4,81,3,3,0.03,9,228,0,1,1,1.0,1,1.0,1.0,4,3.33,3.67,3.67,3.67,3.67,3.33
711,1307,3400176,1282676,Lisboa,Santa Maria Maior,38.7112,-9.1428,4,131,3,2,0.03,9,284,0,1,1,1.0,1,1.0,2.0,6,5.0,5.0,5.0,5.0,5.0,5.0
712,1311,3417820,15120803,Mafra,Ericeira,38.98361,-9.41496,4,51,4,43,0.48,7,232,8,1,1,1.0,0,1.0,1.0,3,4.53,4.62,4.88,4.79,4.33,4.3
713,1312,3419727,17239424,Lisboa,So Vicente,38.71572,-9.12659,4,55,2,27,0.33,2,316,0,1,1,1.0,0,1.0,1.0,4,4.58,4.77,4.42,4.46,4.73,4.69
714,1313,3421077,17235600,Lourinh,Lourinh e Atalaia,39.2684,-9.28299,3,60,1,2,0.03,11,300,0,1,1,1.0,0,1.0,1.0,4,4.5,5.0,5.0,5.0,5.0,4.5
715,1314,3424174,17259840,Lisboa,Santa Maria Maior,38.71533,-9.13318,4,80,2,140,1.57,1,154,0,3,1,1.0,0,2.5,4.0,8,4.53,4.55,4.8,4.73,4.66,4.55
716,1319,3433287,17302854,Sintra,Colares,38.80314,-9.44875,4,138,3,22,0.25,1,72,0,4,0,0.0,0,3.0,3.0,6,4.5,4.91,4.73,4.77,4.73,4.59
717,1320,3437290,13828984,Lisboa,Santa Maria Maior,38.7158,-9.13418,4,39,2,294,3.26,6,2,0,1,1,1.0,1,1.0,1.0,3,4.7,4.81,4.85,4.9,4.75,4.72
718,1322,3438509,17328931,Mafra,Igreja Nova e Cheleiros,38.89523,-9.32108,4,60,2,31,0.48,4,354,18,2,1,0.9,1,1.0,1.0,2,5.0,4.9,5.0,4.9,5.0,4.87
719,1323,3447937,5691663,Lisboa,Santa Maria Maior,38.70997,-9.13018,4,63,2,180,2.0,65,319,19,1,1,1.0,1,1.0,2.0,4,4.84,4.93,4.89,4.86,4.81,4.79
720,1324,3457339,17423291,Lisboa,Santa Maria Maior,38.71555,-9.13217,4,40,3,96,1.07,3,218,7,1,1,1.0,0,1.0,1.0,2,4.6,4.9,4.85,4.85,4.65,4.66
721,1325,3464834,17457001,Lisboa,Santo Antnio,38.72828,-9.14515,4,112,2,72,1.6,42,280,13,1,1,1.0,1,1.0,1.0,4,4.53,4.74,4.79,4.78,4.68,4.54
722,1326,3467529,17470356,Sintra,So Joo das Lampas e Terrugem,38.92385,-9.41742,4,69,3,14,0.22,2,358,7,1,1,1.0,1,1.0,1.0,2,4.79,4.86,4.79,4.93,4.71,4.71
723,1327,3467573,17470356,Sintra,So Joo das Lampas e Terrugem,38.92535,-9.41605,4,80,5,10,0.13,2,313,7,1,1,1.0,1,1.0,2.0,4,4.7,4.7,5.0,5.0,4.4,4.7
724,1328,3469919,17483516,Mafra,Mafra,38.96878,-9.36769,4,50,2,73,0.82,4,290,15,1,1,1.0,1,1.0,1.0,2,4.92,4.95,4.99,4.92,4.71,4.92
725,1329,3478748,17520413,Lisboa,Misericrdia,38.71374,-9.14392,4,59,3,136,2.05,2,0,9,1,1,0.9,0,1.0,2.0,3,4.82,4.9,4.86,4.95,4.89,4.72
726,1330,3478760,17520413,Lisboa,Misericrdia,38.71312,-9.14384,4,150,4,145,1.62,2,342,0,1,1,0.9,0,1.0,2.0,4,4.72,4.9,4.93,4.98,4.8,4.7
727,1331,3489285,1277011,Lisboa,So Vicente,38.71848,-9.12785,4,70,3,33,0.37,2,359,0,1,0,1.0,1,1.0,1.0,2,4.61,4.91,4.88,4.84,4.38,4.56
728,1332,3493066,17423364,Lisboa,Santa Maria Maior,38.7099,-9.12894,4,39,2,316,3.51,4,354,22,3,1,1.0,0,1.0,1.0,3,4.65,4.71,4.85,4.76,4.87,4.7
729,1333,3493819,8298637,Lisboa,Santa Maria Maior,38.71219,-9.13331,4,105,2,282,3.15,3,184,45,1,1,0.92,1,1.5,1.0,3,4.82,4.88,4.88,4.79,4.92,4.71
730,1335,3495308,10379875,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79621,-9.3923,4,65,1,62,0.73,16,288,12,1,1,0.96,0,1.0,2.0,2,4.68,4.9,4.82,4.72,4.92,4.85
731,1336,3502713,12558565,Lisboa,Misericrdia,38.70874,-9.15103,4,48,4,330,3.66,4,222,14,1,1,1.0,1,1.0,2.0,4,4.84,4.92,4.94,4.95,4.82,4.84
732,1337,3502809,17423364,Lisboa,Santa Maria Maior,38.71034,-9.12974,4,37,3,276,3.06,4,364,18,3,1,1.0,0,1.0,1.0,3,4.36,4.41,4.76,4.71,4.81,4.44
733,1339,3503457,17638903,Lisboa,Arroios,38.71924,-9.1386,2,57,1,26,0.35,47,348,5,1,1,1.0,0,10.0,1.0,3,4.69,4.42,4.96,4.96,4.58,4.23
734,1340,3503536,17423364,Lisboa,Santa Maria Maior,38.70984,-9.12939,4,44,3,356,3.94,4,358,20,3,1,1.0,0,1.0,1.0,2,4.43,4.61,4.76,4.7,4.85,4.5
735,1343,3504748,5364923,Lisboa,Santa Maria Maior,38.71597,-9.13317,4,61,3,10,0.12,5,359,3,1,0,1.0,0,1.0,1.0,2,4.7,4.6,4.9,5.0,5.0,4.6
736,1345,3517105,17708823,Cascais,Cascais e Estoril,38.69604,-9.42209,4,286,6,26,0.32,1,20,2,1,1,1.0,0,2.5,4.0,12,4.92,4.88,5.0,5.0,5.0,4.71
737,1346,3518763,17715573,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69176,-9.32176,4,100,2,83,0.93,1,309,13,2,1,1.0,1,1.0,2.0,4,4.82,4.86,4.9,4.98,4.78,4.84
738,1347,3524164,2463614,Lisboa,Santa Maria Maior,38.71212,-9.14123,4,40,3,45,0.5,5,130,6,1,1,1.0,0,1.0,2.0,6,4.42,4.29,4.82,4.8,5.0,4.49
739,1350,3527561,17638903,Lisboa,Arroios,38.71729,-9.13995,2,63,1,23,0.28,47,312,7,1,1,1.0,0,10.0,1.0,2,4.39,4.35,4.7,4.74,4.48,4.39
740,1352,3531188,17777000,Lisboa,Santa Maria Maior,38.71271,-9.14173,4,85,3,237,2.63,7,189,1,1,1,1.0,0,1.0,1.0,4,4.81,4.75,4.92,4.91,4.92,4.71
741,1355,3538782,9816110,Lisboa,Avenidas Novas,38.733,-9.14937,4,35,1,213,2.36,6,337,8,1,1,0.95,0,1.0,1.0,3,4.34,4.55,4.6,4.45,4.67,4.42
742,1356,3541881,17829428,Lisboa,Santa Maria Maior,38.71631,-9.1338,4,55,2,251,2.82,1,6,1,3,1,0.75,0,1.0,2.0,5,4.56,4.76,4.9,4.82,4.77,4.71
743,1358,3548865,3250665,Lisboa,Misericrdia,38.7121,-9.14534,4,51,2,206,2.33,12,57,5,1,1,1.0,0,1.0,2.0,4,4.43,4.5,4.79,4.87,4.8,4.5
744,1361,3560065,17921054,Lisboa,Arroios,38.72402,-9.14062,4,186,3,38,0.43,1,346,1,1,0,1.0,0,3.0,4.0,8,4.53,4.53,4.89,4.86,4.65,4.7
745,1365,3576722,5933531,Lisboa,Misericrdia,38.71073,-9.1457,4,34,3,241,2.7,1,0,0,3,1,0.5,0,1.0,2.0,4,4.26,4.22,4.74,4.82,4.83,4.45
746,1366,3579746,18030136,Lisboa,Arroios,38.73287,-9.13225,4,100,3,233,3.37,1,276,32,1,0,1.0,1,2.0,3.0,6,4.91,4.91,4.93,4.94,4.6,4.85
747,1369,3588644,13891550,Cascais,Cascais e Estoril,38.69718,-9.42196,4,96,2,28,0.32,6,308,2,2,1,1.0,1,1.0,2.0,6,4.57,4.21,4.86,4.93,4.89,4.54
748,1370,3599630,6793568,Lisboa,Estrela,38.70592,-9.17029,4,60,4,117,1.31,2,161,11,2,1,1.0,1,1.0,3.0,6,4.72,4.75,4.85,4.9,4.46,4.66
749,1372,3608357,2372087,Lisboa,So Vicente,38.71682,-9.12084,4,373,3,61,0.76,58,192,0,1,1,1.0,1,3.0,6.0,16,4.51,4.54,4.92,4.89,4.41,4.38
750,1373,3608405,4156641,Lisboa,So Vicente,38.7147,-9.12649,4,33,1,129,1.45,4,0,0,1,1,1.0,0,1.0,2.0,6,4.44,4.43,4.73,4.76,4.88,4.53
751,1374,3609535,10487625,Lisboa,Misericrdia,38.709167,-9.151419,4,53,1,291,3.24,19,349,13,1,1,0.97,1,1.0,1.0,3,4.88,4.93,4.95,4.97,4.74,4.82
752,1376,3614867,13828984,Lisboa,Santa Maria Maior,38.71566,-9.13423,4,43,2,350,3.91,6,256,17,1,1,1.0,1,1.0,1.0,4,4.73,4.81,4.93,4.91,4.76,4.73
753,1377,3620611,10487625,Lisboa,Misericrdia,38.70901,-9.15203,4,54,2,287,3.2,19,350,11,1,1,0.97,1,1.0,1.0,4,4.86,4.91,4.94,4.95,4.78,4.82
754,1379,3627173,17883136,Lisboa,Arroios,38.71601,-9.13939,4,100,3,4,0.04,4,191,0,3,1,1.0,0,1.0,2.0,5,4.25,4.5,5.0,5.0,4.5,4.0
755,1380,3627508,628095,Lisboa,Penha de Frana,38.72842,-9.1296,2,41,3,28,0.52,3,87,2,1,1,1.0,1,1.0,1.0,2,4.54,4.57,4.82,4.89,4.61,4.29
756,1384,3645059,18410502,Lisboa,Santa Maria Maior,38.71145,-9.12961,4,50,2,171,1.95,1,0,3,1,1,1.0,1,1.0,1.0,4,4.55,4.36,4.82,4.84,4.85,4.59
757,1385,3659165,18542925,Mafra,Ericeira,38.96362,-9.41633,4,85,5,25,0.28,5,364,4,2,1,1.0,1,2.0,2.0,4,4.68,4.64,4.88,4.79,4.96,4.64
758,1386,3662077,17354670,Sintra,Colares,38.79338,-9.45508,4,45,1,157,1.8,1,267,31,1,1,1.0,1,1.0,1.0,3,4.87,4.9,4.94,4.92,4.84,4.83
759,1387,3666340,1466881,Lisboa,Arroios,38.72145,-9.13566,4,160,3,30,0.34,7,349,0,2,1,0.96,0,3.0,3.0,12,4.07,4.8,4.6,4.27,4.2,4.13
760,1389,3677478,8853395,Lisboa,Santa Maria Maior,38.70918,-9.13021,4,81,1,1,0.01,10,342,0,2,1,0.91,0,1.0,1.0,3,5.0,5.0,4.0,5.0,5.0,5.0
761,1396,3709686,18925335,Lisboa,Estrela,38.70891,-9.1552,2,59,1,202,2.98,1,330,15,1,1,1.0,1,1.0,2.0,2,4.86,4.95,4.87,4.91,4.75,4.76
762,1397,3710224,17235600,Lourinh,Lourinh e Atalaia,39.26826,-9.28177,2,60,1,2,0.03,11,309,0,1,1,1.0,0,1.0,1.0,2,4.5,5.0,5.0,5.0,4.5,4.5
763,1399,3716137,18971002,Lisboa,Santa Maria Maior,38.71848,-9.13419,2,20,1,246,2.75,2,275,5,1,1,1.0,1,1.0,1.0,1,4.62,4.74,4.67,4.75,4.65,4.63
764,1401,3724127,17206393,Mafra,Ericeira,38.97259,-9.41291,4,45,1,21,0.24,14,365,4,1,1,1.0,1,1.0,1.0,2,4.9,4.95,4.86,4.9,4.62,4.52
765,1404,3728706,11769160,Cascais,Cascais e Estoril,38.69809,-9.43613,4,120,5,9,0.21,1,347,7,2,1,1.0,0,1.0,2.0,5,4.44,4.67,5.0,5.0,4.67,4.22
