	id	host_id	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	reviews_per_month	calculated_host_listings_count	availability_365	number_of_reviews_ltm	host_response_time	host_identity_verified	host_response_rate	host_is_superhost	nr_of_bathrooms	bedrooms	accommodates	review_scores_rating	review_scores_cleanliness	review_scores_checkin	review_scores_communication	review_scores_location	review_scores_value
13646	38842878	297383246	Lisboa	Misericrdia	38.71064	-9.15137	2	104	1	7	0.49	7	359	6	1	1	1.0	0	1.0	1.0	2	3.86	3.57	4.0	3.71	4.43	3.86
13649	38850025	211306953	Lisboa	So Vicente	38.72068	-9.13054	4	120	1	6	0.23	10	65	0	1	1	1.0	0	1.0	2.0	4	4.5	4.17	4.83	4.83	4.67	4.67
13650	38850213	278917600	Lisboa	So Vicente	38.71888	-9.12385	4	33	3	5	0.21	1	184	4	2	0	1.0	0	1.0	1.0	2	4.2	4.4	4.4	4.2	4.8	4.2
13651	38859649	43837299	Lisboa	Misericrdia	38.71113	-9.14489	4	213	3	91	3.47	7	198	52	1	1	1.0	1	3.0	3.0	8	4.88	4.77	4.98	4.98	4.95	4.81
13652	38861667	297559788	Cascais	Cascais e Estoril	38.70716	-9.4	4	51	3	50	1.91	3	326	23	1	1	1.0	1	1.0	1.0	4	4.76	4.7	4.88	4.94	4.94	4.68
13655	38872547	98229262	Lisboa	Santa Maria Maior	38.71436	-9.13725	2	25	1	46	3.1	20	108	34	1	1	0.99	0	3.5	1.0	2	4.33	4.48	4.67	4.48	4.46	4.28
13656	38872965	98229262	Lisboa	Santa Maria Maior	38.71425	-9.13891	2	27	1	42	1.76	20	107	24	1	1	0.99	0	2.0	1.0	2	4.38	4.6	4.62	4.64	4.52	4.4
13658	38878377	297738993	Lourinh	Lourinh e Atalaia	39.26924	-9.33199	4	85	5	1	0.06	1	323	0	3	0	1.0	0	2.0	2.0	4	5.0	5.0	5.0	5.0	5.0	5.0
13659	38895153	297881153	Lisboa	Misericrdia	38.70889	-9.14826	4	72	1	31	1.19	1	329	20	1	1	1.0	0	1.0	1.0	4	4.65	4.81	4.65	4.65	4.55	4.55
13660	38896216	296092887	Cascais	Cascais e Estoril	38.70039	-9.43252	4	58	2	49	1.89	1	203	23	1	1	1.0	1	1.0	1.0	3	4.92	4.94	5.0	5.0	4.71	4.86
13665	38921758	170772126	Mafra	Ericeira	38.97118	-9.41447	4	83	1	4	0.2	28	118	2	1	1	0.9	0	1.0	2.0	4	5.0	5.0	5.0	4.75	5.0	5.0
13667	38931610	77975653	Cascais	Cascais e Estoril	38.7026	-9.41626	4	65	3	21	0.86	1	49	12	1	1	1.0	0	1.0	2.0	4	4.43	4.62	4.71	4.9	4.38	4.38
13668	38933003	14789396	Lisboa	Misericrdia	38.70974	-9.14945	2	33	3	24	0.91	1	326	10	1	1	1.0	0	1.0	1.0	1	4.75	4.75	4.96	4.83	4.96	4.88
13669	38937046	98490028	Lisboa	Santa Maria Maior	38.71108	-9.1396	3	20	1	3	0.11	13	365	0	4	1	0.46	0	1.0	1.0	1	3.67	4.67	4.33	4.0	5.0	3.0
13672	38937050	98490028	Lisboa	Santa Maria Maior	38.71098	-9.13952	3	18	1	1	0.04	13	360	0	4	1	0.46	0	1.0	1.0	1	4.0	3.0	5.0	5.0	5.0	5.0
13675	38937144	98490028	Lisboa	Santa Maria Maior	38.7125	-9.13778	3	18	1	1	0.63	13	365	1	4	1	0.46	0	1.0	1.0	1	5.0	5.0	5.0	5.0	5.0	5.0
13676	38937211	98490028	Lisboa	Santa Maria Maior	38.71252	-9.13779	3	18	1	1	0.77	13	363	1	4	1	0.46	0	1.0	1.0	1	4.0	3.0	5.0	5.0	5.0	5.0
13677	38937213	98490028	Lisboa	Santa Maria Maior	38.71285	-9.13858	3	22	1	2	0.08	13	357	1	4	1	0.46	0	1.0	1.0	1	3.5	3.5	3.5	4.0	5.0	4.0
13678	38949074	297383246	Lisboa	Misericrdia	38.71023	-9.14976	2	125	1	3	0.19	7	342	2	1	1	1.0	0	1.0	1.0	2	4.0	4.33	4.33	5.0	5.0	4.33
13679	38952507	137635529	Lisboa	Arroios	38.73403	-9.14377	4	200	3	16	0.61	3	221	0	1	1	1.0	0	2.5	2.0	4	5.0	4.88	4.94	5.0	5.0	4.94
13681	38956778	53434620	Sintra	S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim	38.7884	-9.37764	2	19	2	50	2.1	3	0	34	1	1	1.0	0	1.0	1.0	2	4.84	4.84	4.86	4.94	4.82	4.84
13683	38971308	211306953	Lisboa	Santa Maria Maior	38.71484	-9.13404	4	133	2	2	0.07	10	66	0	1	1	1.0	0	2.0	2.0	4	3.0	2.0	3.0	5.0	4.0	4.0
13684	38977239	49771297	Lisboa	Santa Maria Maior	38.71336	-9.12511	4	35	1	9	1.66	2	171	9	1	0	1.0	0	1.0	2.0	3	4.78	4.89	4.89	4.78	4.89	4.78
13685	38978903	131952550	Lisboa	Parque das Naes	38.77445	-9.09978	2	27	1	26	1.71	3	260	16	1	1	1.0	1	1.0	1.0	2	4.96	5.0	4.96	5.0	4.92	4.88
13687	38995898	298801435	Lisboa	So Vicente	38.72031	-9.12768	4	89	3	12	0.51	1	179	7	1	1	1.0	0	2.5	2.0	4	4.67	4.67	4.92	4.83	4.75	4.33
13688	39000493	59502188	Cascais	Cascais e Estoril	38.69806	-9.42821	4	97	2	13	0.55	1	53	8	1	1	1.0	0	1.0	1.0	3	5.0	4.92	5.0	5.0	4.92	4.85
13689	39003990	298882414	Lisboa	Marvila	38.74156	-9.11886	4	40	3	25	1.02	1	67	16	1	0	0.8	0	1.0	1.0	2	4.48	4.56	4.72	4.68	4.0	4.4
13690	39014922	1684350	Lisboa	Arroios	38.73311	-9.13845	4	85	5	40	1.55	2	17	8	2	1	1.0	0	1.0	2.0	4	4.73	4.7	4.63	4.68	4.55	4.63
13691	39015894	298973441	Lisboa	Santa Maria Maior	38.71373	-9.1367	4	68	2	30	1.13	1	309	14	1	0	1.0	0	2.0	2.0	4	4.57	4.63	4.43	4.63	4.87	4.47
13692	39018254	44000556	Oeiras	Oeiras e S.Julio da Barra, Pao de Arcos e Caxias	38.69362	-9.31271	4	55	2	15	0.63	3	260	12	1	1	1.0	0	1.0	1.0	3	4.8	5.0	4.87	4.87	4.8	4.53
13693	39026574	19884024	Lisboa	So Vicente	38.71461	-9.12338	4	78	1	42	1.58	13	360	25	1	1	1.0	1	1.0	1.0	2	4.86	4.81	4.9	4.88	4.93	4.83
13694	39026909	8223880	Cascais	Cascais e Estoril	38.72181	-9.40597	2	45	2	13	0.49	1	180	7	1	0	1.0	0	1.0	1.0	2	4.92	4.92	5.0	5.0	4.77	5.0
13695	39027241	19884024	Lisboa	So Vicente	38.71501	-9.12348	4	78	1	50	1.9	13	361	27	1	1	1.0	1	1.0	1.0	2	4.84	4.84	4.86	4.98	4.82	4.72
13696	39027573	19884024	Lisboa	So Vicente	38.71501	-9.12404	4	75	1	68	2.56	13	346	27	1	1	1.0	1	1.0	1.0	2	4.84	4.9	4.85	4.9	4.84	4.76
13697	39028677	299082443	Lisboa	Arroios	38.73196	-9.1376	4	59	1	3	0.11	1	260	1	1	0	1.0	0	1.0	1.0	4	4.67	4.33	5.0	5.0	5.0	4.67
13699	39039529	19884024	Lisboa	So Vicente	38.71498	-9.12532	4	78	1	44	1.66	13	359	23	1	1	1.0	1	1.0	1.0	2	4.68	4.89	4.93	4.93	4.86	4.59
13700	39042495	299219386	Lisboa	Misericrdia	38.70977	-9.14972	4	70	2	19	0.82	1	69	12	1	1	0.9	0	1.0	2.0	4	4.47	4.37	4.84	4.89	4.79	4.42
13702	39047284	19884024	Lisboa	So Vicente	38.71408	-9.12549	4	78	1	42	1.6	13	362	23	1	1	1.0	1	1.0	1.0	2	4.67	4.83	4.81	4.86	4.88	4.64
13703	39049585	54932600	Lisboa	Arroios	38.71611	-9.13775	4	71	1	2	0.98	6	351	2	1	1	1.0	0	0.0	2.0	4	5.0	4.5	5.0	5.0	5.0	5.0
13707	39070348	19884024	Lisboa	So Vicente	38.71472	-9.1254	4	75	1	62	2.34	13	353	26	1	1	1.0	1	1.0	1.0	2	4.89	4.94	4.98	4.95	4.95	4.85
13709	39072037	134709797	Lisboa	Arroios	38.72867	-9.13406	4	60	1	105	3.97	2	38	6	1	1	1.0	0	1.0	2.0	4	4.52	4.51	4.83	4.9	4.65	4.57
13710	39073288	299482223	Lisboa	Santa Clara	38.78161	-9.14951	4	60	2	1	0.05	1	21	0	1	0	1.0	0	1.0	1.0	4	5.0	5.0	5.0	5.0	5.0	5.0
13711	39074083	150426604	Lisboa	Estrela	38.70827	-9.15676	4	43	2	50	1.89	8	348	5	1	1	0.96	0	1.0	1.0	3	4.38	4.18	4.9	4.74	4.58	4.42
13712	39074602	12230734	Lisboa	Belm	38.6961	-9.21056	4	87	3	9	0.41	3	328	6	1	1	1.0	0	2.0	3.0	8	4.78	5.0	5.0	5.0	4.78	4.78
13714	39092902	273330028	Mafra	Ericeira	38.9851	-9.41638	2	28	2	14	3.82	2	0	14	1	1	1.0	1	1.0	1.0	2	5.0	5.0	5.0	5.0	4.86	4.93
13715	39102549	14525966	Lisboa	Santa Maria Maior	38.71703	-9.13503	4	85	3	14	0.55	1	129	4	3	1	1.0	0	1.5	2.0	6	4.5	4.64	4.93	4.71	4.5	4.64
13716	39103557	193051147	Lisboa	Campolide	38.739	-9.16858	4	160	7	5	0.21	1	113	2	3	0	1.0	0	3.5	4.0	8	5.0	4.8	5.0	5.0	4.8	5.0
13717	39103597	202462685	Lisboa	Misericrdia	38.71292	-9.15283	4	49	1	22	0.83	4	157	5	1	1	1.0	0	1.0	1.0	2	4.95	5.0	5.0	4.95	5.0	4.86
13724	39106289	54932600	Lisboa	Santa Maria Maior	38.7158	-9.1343	4	149	2	12	0.51	6	67	10	1	1	1.0	0	2.0	3.0	5	4.92	5.0	5.0	5.0	4.83	4.83
13725	39108201	297437603	Mafra	Ericeira	38.96436	-9.41241	2	86	1	11	0.43	8	365	6	1	1	1.0	0	1.0	1.0	2	4.45	4.82	4.18	4.45	4.82	4.64
13726	39112750	192473183	Lisboa	Santa Maria Maior	38.71287	-9.12686	4	68	1	32	1.22	12	96	0	2	1	1.0	0	1.0	1.0	2	4.44	4.47	4.88	4.94	4.78	4.59
13728	39122019	158697124	Lisboa	Penha de Frana	38.73025	-9.12719	4	60	2	3	0.78	1	6	3	1	1	1.0	0	1.0	1.0	2	4.33	4.33	5.0	5.0	4.33	4.0
13729	39123111	300005005	Mafra	Ericeira	38.98759	-9.4153	4	80	2	15	0.67	1	128	14	1	1	1.0	1	1.0	2.0	4	5.0	4.93	5.0	4.93	4.93	4.93
13731	39126467	164595585	Lisboa	Santa Maria Maior	38.71278	-9.13153	4	98	2	1	0.3	12	276	1	1	1	1.0	0	1.0	1.0	2	5.0	5.0	5.0	5.0	5.0	5.0
13733	39130109	24865381	Lisboa	Estrela	38.70653	-9.1726	4	44	2	27	1.04	5	174	7	1	1	1.0	0	1.0	1.0	2	4.81	4.7	4.93	5.0	4.78	4.63
13737	39145713	300268295	Sintra	Colares	38.79003	-9.46272	4	25	3	4	0.26	1	348	3	1	1	1.0	0	1.0	1.0	4	4.75	4.5	4.5	4.75	5.0	4.5
13741	39163965	296658724	Lourinh	Lourinh e Atalaia	39.23536	-9.32002	4	105	1	1	0.05	6	176	0	1	0	0.78	0	1.0	2.0	4	5.0	5.0	5.0	5.0	5.0	5.0
13743	39164965	296658724	Lourinh	Lourinh e Atalaia	39.23399	-9.32068	4	70	1	1	0.04	6	175	0	1	0	0.78	0	1.0	1.0	2	5.0	5.0	5.0	5.0	5.0	5.0
13744	39165345	296658724	Lourinh	Lourinh e Atalaia	39.23662	-9.31724	4	230	3	1	0.21	6	175	1	1	0	0.78	0	3.0	4.0	14	3.0	4.0	4.0	2.0	4.0	3.0
13745	39165513	300448811	Mafra	Ericeira	38.97052	-9.41249	4	115	4	8	0.51	1	157	6	2	1	1.0	0	2.0	2.0	6	5.0	4.88	5.0	5.0	4.88	4.88
13746	39175868	300574734	Lisboa	Santa Maria Maior	38.71046	-9.13899	4	109	4	6	0.52	1	357	6	1	0	1.0	0	1.5	1.0	2	4.33	4.83	4.33	4.67	5.0	4.17
13748	39189243	5691663	Lisboa	Santa Maria Maior	38.71184	-9.1256	4	60	2	47	1.79	65	336	30	1	1	1.0	1	1.0	2.0	2	4.85	4.98	4.91	4.85	4.96	4.85
13749	39189254	56325683	Sintra	Algueiro-Mem Martins	38.79403	-9.33997	2	25	5	11	0.42	1	87	4	1	0	1.0	1	1.0	1.0	2	4.73	4.91	4.91	5.0	4.73	4.64
13752	39193643	295319761	Cascais	Alcabideche	38.75463	-9.45125	2	198	1	5	0.29	1	348	3	1	1	1.0	0	1.0	1.0	2	4.8	5.0	4.6	4.8	5.0	4.6
13753	39194719	143701949	Lisboa	Arroios	38.72885	-9.13439	4	72	1	2	0.08	39	339	0	1	1	0.93	0	2.0	2.0	6	4.0	3.5	5.0	3.5	4.5	3.5
13755	39202141	69928062	Torres Vedras	S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces	39.10448	-9.27657	2	34	1	20	0.77	1	362	7	1	1	1.0	1	1.0	1.0	2	4.95	5.0	5.0	4.95	4.65	4.65
13757	39214028	5691663	Lisboa	So Vicente	38.71385	-9.12501	4	52	2	33	1.26	65	333	20	1	1	1.0	1	1.0	2.0	2	4.42	4.88	4.67	4.73	4.7	4.45
13760	39214194	5691663	Lisboa	Santa Maria Maior	38.71154	-9.12707	4	58	3	23	0.88	65	356	15	1	1	1.0	1	1.0	2.0	3	4.22	4.83	4.65	4.61	4.61	4.26
13762	39219969	78830381	Lisboa	So Vicente	38.71608	-9.13213	4	85	2	63	2.42	1	168	35	1	1	1.0	0	1.0	2.0	5	4.43	4.38	4.71	4.87	4.6	4.27
13765	39228791	301090131	Lisboa	Campo de Ourique	38.71625	-9.16465	4	104	28	9	0.37	1	258	4	1	1	1.0	1	2.0	3.0	6	5.0	5.0	5.0	5.0	5.0	5.0
13766	39241024	127314813	Mafra	Ericeira	38.98436	-9.41259	4	94	3	4	0.26	14	360	3	1	1	1.0	1	1.0	2.0	4	5.0	5.0	5.0	5.0	4.75	5.0
13767	39241354	301203336	Lisboa	Alvalade	38.74736	-9.14608	4	93	2	23	0.89	1	209	0	1	0	1.0	0	2.0	2.0	6	4.65	4.65	4.65	4.7	4.85	4.65
13772	39245773	17568505	Cascais	Alcabideche	38.73274	-9.44015	1	30	2	2	0.08	5	323	0	1	1	1.0	0	1.5	1.0	4	5.0	5.0	5.0	5.0	5.0	5.0
13773	39246156	17568505	Cascais	Alcabideche	38.73051	-9.43923	4	360	2	10	0.41	5	323	5	1	1	1.0	0	2.5	4.0	12	5.0	5.0	5.0	5.0	4.8	4.9
13774	39248976	301292699	Lisboa	Santa Maria Maior	38.71291	-9.14219	4	92	3	22	0.84	1	353	15	1	1	1.0	1	1.0	1.0	2	4.91	4.95	4.82	4.68	5.0	4.91
13775	39252760	14976826	Lisboa	Misericrdia	38.71271	-9.14641	2	45	1	27	1.03	11	0	17	1	1	0.98	0	1.0	1.0	2	4.19	3.93	4.52	4.52	4.7	4.15
13777	39270087	160615774	Lisboa	Santo Antnio	38.71652	-9.14804	2	35	1	16	0.63	10	311	0	3	1	1.0	0	2.0	1.0	2	4.69	4.88	4.81	4.94	4.88	4.69
13778	39270810	160615774	Lisboa	Santo Antnio	38.71768	-9.14813	2	35	1	19	0.76	10	311	0	3	1	1.0	0	2.0	1.0	2	4.84	4.84	4.95	5.0	4.95	4.84
13779	39274345	14976826	Lisboa	Misericrdia	38.71179	-9.14671	2	20	1	8	0.31	11	0	4	1	1	0.98	0	1.0	1.0	1	4.25	4.0	4.75	4.5	4.63	4.13
13780	39274957	14976826	Lisboa	Misericrdia	38.71267	-9.14647	2	23	1	2	0.08	11	0	1	1	1	0.98	0	1.0	1.0	2	5.0	4.5	5.0	5.0	5.0	5.0
13781	39275586	14976826	Lisboa	Misericrdia	38.71257	-9.14548	2	29	1	12	0.47	11	37	10	1	1	0.98	0	1.0	1.0	3	4.33	3.92	5.0	5.0	5.0	4.42
13784	39292853	301668899	Cascais	Carcavelos e Parede	38.68522	-9.35269	4	89	2	22	0.89	1	351	11	1	0	0.9	0	1.0	2.0	4	4.41	4.36	4.86	4.77	4.91	4.5
13785	39296527	188931112	Sintra	S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim	38.78949	-9.37755	4	50	3	7	0.48	3	188	6	3	1	1.0	1	1.0	1.0	2	4.86	5.0	5.0	5.0	4.71	4.57
13786	39299684	249573109	Mafra	Ericeira	38.97298	-9.41513	4	88	2	11	0.65	1	180	5	1	1	1.0	0	1.0	2.0	5	4.55	4.45	4.91	5.0	4.91	4.27
13787	39330554	208933060	Lisboa	So Vicente	38.71909	-9.12225	4	105	1	18	0.69	18	339	5	1	1	0.99	0	2.0	3.0	8	4.28	4.5	4.39	4.56	4.33	4.28
13791	39350706	185898036	Lisboa	Alvalade	38.75615	-9.15066	4	82	1	7	0.27	7	0	3	1	1	0.99	0	1.0	2.0	6	3.5	3.67	2.83	4.0	3.83	3.83
13795	39362506	302347403	Loures	Santo Antnio dos Cavaleiros e Frielas	38.81672	-9.16183	4	65	7	27	1.05	1	31	5	2	0	1.0	0	2.0	2.0	5	4.96	4.89	4.7	4.81	4.44	4.74
13801	39383276	72635051	Torres Vedras	Dois Portos e Runa	39.04486	-9.14462	4	140	2	16	0.65	10	345	8	1	1	1.0	1	3.5	5.0	6	4.88	5.0	4.94	4.81	4.56	4.75
13804	39385620	72635051	Torres Vedras	Dois Portos e Runa	39.04408	-9.14413	4	65	3	6	0.25	10	347	2	1	1	1.0	1	1.0	2.0	3	5.0	5.0	5.0	5.0	5.0	5.0
13806	39386883	100074312	Lisboa	So Vicente	38.71936	-9.13313	4	79	2	7	0.31	1	83	2	2	1	1.0	1	1.0	1.0	3	4.86	5.0	5.0	5.0	4.43	4.43
13809	39405784	177829883	Lisboa	Lumiar	38.7668	-9.15287	4	150	3	8	0.35	1	126	1	1	1	1.0	1	2.5	3.0	6	5.0	4.88	5.0	5.0	4.5	4.88
13813	39413049	26944307	Lisboa	Santa Maria Maior	38.70863	-9.1389	4	94	3	39	1.5	22	214	19	1	1	1.0	0	1.0	2.0	6	4.77	4.79	4.87	4.72	5.0	4.79
13814	39414401	212694746	Torres Vedras	A dos Cunhados e Maceira	39.14106	-9.37116	4	62	2	9	0.35	1	238	6	1	0	1.0	0	2.0	3.0	6	4.56	4.56	4.89	4.78	4.78	4.44
13816	39419862	302783097	Lisboa	Alcntara	38.70273	-9.17997	4	100	3	2	0.09	1	238	1	3	0	0.5	0	2.0	3.0	6	3.0	3.0	3.0	3.0	3.0	3.0
13825	39436469	254580017	Cascais	Cascais e Estoril	38.73328	-9.45533	4	143	1	15	0.64	4	333	10	1	1	0.91	1	2.0	2.0	6	5.0	4.93	4.93	5.0	4.87	4.67
13826	39436950	302913234	Lisboa	Santa Maria Maior	38.71083	-9.13801	2	50	3	17	0.68	2	88	13	1	1	1.0	1	1.0	1.0	1	5.0	4.88	5.0	5.0	5.0	4.76
13827	39438331	302913234	Lisboa	Santa Maria Maior	38.71121	-9.13764	2	55	3	20	0.79	2	88	17	1	1	1.0	1	1.0	1.0	1	4.95	5.0	5.0	5.0	5.0	4.9
13828	39440491	222211198	Lisboa	Misericrdia	38.70922	-9.14449	4	184	2	23	0.93	13	239	9	1	1	0.97	1	2.0	4.0	10	4.83	4.7	4.87	4.83	5.0	4.65
13831	39457781	303075435	Lisboa	Santa Maria Maior	38.71172	-9.13891	4	120	2	21	0.82	1	39	9	1	0	1.0	0	2.0	2.0	4	4.86	4.81	4.9	5.0	4.9	4.76
13833	39464328	104083974	Lisboa	Santo Antnio	38.71982	-9.14802	4	68	2	11	0.44	73	193	6	1	1	0.95	0	1.0	1.0	4	4.55	4.55	4.09	4.45	5.0	4.82
13835	39476031	5680473	Lisboa	Santa Maria Maior	38.71254	-9.12859	4	58	2	3	0.49	2	346	3	1	1	1.0	1	1.0	1.0	4	5.0	5.0	5.0	5.0	5.0	5.0
13837	39494160	287098367	Lisboa	Arroios	38.71987	-9.13399	4	99	3	1	0.27	3	342	1	1	0	0.6	0	2.0	2.0	4	4.0	3.0	4.0	4.0	3.0	2.0
13838	39494426	287098367	Lisboa	Arroios	38.71939	-9.13381	4	99	3	3	0.13	3	343	1	1	0	0.6	0	2.0	2.0	4	4.67	4.67	5.0	5.0	5.0	4.67
13839	39495965	4861007	Lisboa	Parque das Naes	38.77779	-9.09605	4	152	1	29	1.12	24	7	22	2	1	0.81	0	2.5	3.0	8	4.52	4.66	4.52	4.59	4.66	4.55
13841	39499685	235705832	Sintra	So Joo das Lampas e Terrugem	38.83449	-9.367	4	75	1	11	0.43	2	354	3	1	0	1.0	1	1.0	1.0	2	5.0	5.0	5.0	4.91	4.64	5.0
13842	39500685	303452773	Lisboa	So Vicente	38.72079	-9.12328	4	70	1	43	1.66	7	341	19	1	1	1.0	1	1.0	2.0	6	4.72	4.74	4.74	4.77	4.67	4.77
13844	39507469	55523610	Cascais	Cascais e Estoril	38.70466	-9.41092	4	74	2	6	0.25	10	120	1	1	1	1.0	0	1.0	2.0	5	4.33	4.0	5.0	5.0	4.83	4.83
13845	39515898	25391913	Sintra	Colares	38.77668	-9.48077	4	65	3	11	0.47	32	284	9	1	1	1.0	0	1.5	3.0	6	4.73	4.73	4.82	4.91	4.64	4.36
13852	39523886	254580017	Cascais	Cascais e Estoril	38.73418	-9.45489	4	132	1	11	0.48	4	351	2	1	1	0.91	1	1.0	2.0	6	5.0	5.0	5.0	5.0	4.82	4.91
13856	39540325	150964225	Cascais	Cascais e Estoril	38.70935	-9.43285	4	46	3	8	0.31	3	359	2	1	1	1.0	0	1.0	1.0	4	4.75	4.63	4.88	5.0	4.75	4.63
13858	39544479	254580017	Cascais	Cascais e Estoril	38.73338	-9.45567	4	110	1	13	0.58	4	348	7	1	1	0.91	1	1.0	1.0	3	5.0	5.0	4.92	5.0	5.0	5.0
13860	39552155	140893245	Lisboa	Avenidas Novas	38.74316	-9.14984	4	196	1	1	0.04	46	131	0	1	1	1.0	0	2.5	3.0	6	4.0	4.0	5.0	5.0	5.0	5.0
13863	39555051	8361172	Lisboa	Penha de Frana	38.72371	-9.12986	4	108	2	20	0.85	12	327	10	1	1	1.0	1	2.0	4.0	8	4.9	5.0	5.0	5.0	4.85	4.95
13866	39572481	304055352	Lisboa	Santo Antnio	38.72049	-9.14308	4	80	1	3	3.0	1	92	3	1	1	1.0	0	1.0	1.0	4	5.0	5.0	5.0	5.0	5.0	5.0
13869	39575849	2681397	Lisboa	Santa Maria Maior	38.7154	-9.13985	4	121	3	21	0.82	30	347	0	1	1	1.0	0	1.5	3.0	10	4.38	4.62	4.81	5.0	5.0	4.57
13870	39576276	304084339	Lisboa	Santa Maria Maior	38.71034	-9.13691	4	105	1	24	1.02	1	350	20	1	1	1.0	1	2.0	2.0	6	4.67	4.71	4.75	4.67	4.96	4.75
13871	39583512	105540604	Lisboa	Santa Maria Maior	38.71906	-9.13692	4	139	2	11	0.45	14	330	7	1	1	0.97	0	2.0	3.0	6	4.91	4.64	4.91	5.0	5.0	4.91
13877	39619186	215183336	Lisboa	Areeiro	38.74373	-9.1431	2	39	1	1	1.0	7	343	1	1	1	1.0	0	3.0	1.0	2	5.0	5.0	5.0	5.0	4.0	5.0
13879	39621430	303818330	Lisboa	Santa Maria Maior	38.70968	-9.1373	4	71	1	39	1.74	3	336	29	1	1	1.0	0	1.0	1.0	4	4.54	4.79	4.36	4.54	5.0	4.41
13880	39621522	303818330	Lisboa	Santa Maria Maior	38.71057	-9.13816	4	71	1	49	2.22	3	291	35	1	1	1.0	0	1.0	1.0	4	4.86	4.73	4.78	4.88	4.96	4.78
13881	39625020	304038122	Lisboa	Santo Antnio	38.71701	-9.14446	1	15	1	37	1.72	8	363	35	1	1	1.0	0	1.0	1.0	1	4.84	4.7	4.86	4.81	4.7	4.84
13884	39625365	304038122	Lisboa	Santo Antnio	38.71688	-9.1432	1	18	1	3	1.05	8	353	3	1	1	1.0	0	1.0	1.0	1	3.67	3.67	3.67	3.67	3.67	3.33
13885	39625416	304038122	Lisboa	Santo Antnio	38.71668	-9.14286	1	19	1	1	0.29	8	363	1	1	1	1.0	0	1.0	1.0	1	4.0	4.0	5.0	5.0	5.0	5.0
13886	39625443	304038122	Lisboa	Santo Antnio	38.71565	-9.14492	1	20	1	3	0.83	8	360	3	1	1	1.0	0	1.0	1.0	1	4.67	4.0	4.67	5.0	5.0	5.0
13887	39625465	301289883	Lisboa	Misericrdia	38.70645	-9.14313	2	60	1	10	0.63	4	338	8	1	1	0.94	0	1.0	1.0	2	4.6	4.9	4.6	4.8	5.0	4.5
13888	39625480	301289883	Lisboa	Misericrdia	38.70596	-9.14445	2	66	1	1	0.17	4	345	1	1	1	0.94	0	1.0	1.0	2	5.0	5.0	5.0	5.0	5.0	5.0
13889	39625488	304038122	Lisboa	Santo Antnio	38.71708	-9.14321	1	19	1	2	0.14	8	357	1	1	1	1.0	0	1.0	1.0	1	5.0	5.0	5.0	5.0	5.0	5.0
13890	39625489	301289883	Lisboa	Misericrdia	38.70757	-9.14534	2	72	1	8	0.51	4	356	7	1	1	0.94	0	1.0	1.0	2	4.63	5.0	5.0	4.75	4.88	4.5
13893	39628977	157936297	Lisboa	Misericrdia	38.71513	-9.14583	4	55	2	11	0.44	4	283	0	2	1	1.0	0	1.0	1.0	2	4.82	4.91	5.0	5.0	4.55	4.73
13894	39642009	157936297	Lisboa	Misericrdia	38.71518	-9.1443	4	55	2	7	0.27	4	268	4	2	1	1.0	0	1.0	1.0	2	4.67	4.83	5.0	5.0	5.0	4.83
13895	39651303	138122333	Lisboa	Lumiar	38.76807	-9.15692	2	45	3	2	0.08	3	365	1	3	0	1.0	0	1.0	1.0	2	3.5	2.0	3.5	3.5	4.5	3.0
13896	39654527	304754823	Lisboa	So Vicente	38.71911	-9.1303	4	70	2	2	0.08	1	152	1	2	1	1.0	0	1.0	2.0	5	5.0	5.0	5.0	5.0	5.0	5.0
13897	39665898	115318962	Lisboa	Penha de Frana	38.7336	-9.12801	4	30	3	16	0.63	2	267	8	1	1	1.0	0	1.0	2.0	6	4.69	4.75	4.63	4.63	4.31	4.69
13898	39667677	304856637	Lisboa	Arroios	38.72343	-9.13812	4	70	3	14	0.57	1	69	12	3	0	0.5	0	2.0	3.0	8	4.93	5.0	5.0	4.79	4.93	4.86
13899	39682426	5850608	Mafra	Ericeira	38.9678	-9.41911	4	89	3	7	0.32	7	2	3	1	1	1.0	0	1.0	2.0	4	3.86	4.29	4.57	4.43	5.0	3.86
13902	39690012	305051606	Lisboa	Santo Antnio	38.71998	-9.14967	4	75	2	38	1.63	2	329	24	1	1	1.0	1	1.0	2.0	4	4.95	4.97	5.0	5.0	4.95	4.82
13903	39692424	305072679	Sintra	S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim	38.82207	-9.43365	4	50	4	6	0.24	1	365	2	2	1	1.0	0	1.0	2.0	4	4.83	5.0	5.0	5.0	5.0	5.0
13905	39712335	5850608	Mafra	Carvoeira	38.93958	-9.41097	4	69	3	1	0.06	7	3	0	1	1	1.0	0	1.0	2.0	4	5.0	5.0	5.0	5.0	5.0	5.0
13906	39713106	87636507	Lisboa	Santa Maria Maior	38.7168	-9.13418	4	40	2	49	1.91	5	158	18	1	1	1.0	1	1.0	1.0	2	4.71	4.69	4.88	4.98	4.67	4.69
